[2023-05-07 22:24:34,641] Register - Step 01: Navigate to 'Register' Page
[2023-05-14 22:07:17,823] Search_05 - Step 01: Input valid data to Search textbox
[2023-05-14 22:07:17,846] Search_06 - Step 01: Input valid data to Search textbox
[2023-05-14 22:07:17,875] OS name = windows 10
[2023-05-14 22:07:17,875] Driver instance name = firefoxdriver: firefox on windows (5bd3b008-671e-4af0-98b8-27f68c535f44)
[2023-05-14 22:07:17,882] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.2.110', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 4572, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 5bd3b008-671e-4af0-98b8-27f68c535f44
[2023-05-14 23:31:00,933] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 23:31:01,760] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 23:31:06,410] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 23:31:06,528]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:31:06,529] Pre-condition - Step 04: Close success message
[2023-05-14 23:31:09,840] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 23:31:10,418] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 23:31:10,779] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 23:31:10,908] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 23:31:11,022] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 23:31:11,356] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 23:31:11,678] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 23:31:11,976] My_Account_01 - Step 08: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 23:31:12,112] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 23:31:12,226] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 23:31:15,049] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 23:31:15,120]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:31:15,120] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 23:31:15,199]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:31:15,200] My_Account_01 - Step 13: Verify value text of LastName Textbox
[2023-05-14 23:31:15,279]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:31:15,279] My_Account_01 - Step 14: Verify value text of Day Dropdown
[2023-05-14 23:31:15,334] My_Account_02 - Step 01: Click to Address link
[2023-05-14 23:31:15,855] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-14 23:31:18,425] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 23:31:18,549] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 23:31:18,672] My_Account_02 - Step 05: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 23:31:18,790] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-14 23:31:18,905] My_Account_02 - Step 07: Choose Country dropdown with value = Vietnam
[2023-05-14 23:31:39,034] OS name = windows 10
[2023-05-14 23:31:39,034] Driver instance name = firefoxdriver: firefox on windows (0ccae938-3b40-4b4e-8010-9ee8a9646dca)
[2023-05-14 23:33:01,392] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 23:33:02,567] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 23:33:06,455] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 23:33:06,586]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:33:06,586] Pre-condition - Step 04: Close success message
[2023-05-14 23:33:09,891] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 23:33:10,917] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 23:33:11,236] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 23:33:11,354] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 23:33:11,485] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 23:33:11,811] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 23:33:12,151] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 23:33:12,546] My_Account_01 - Step 08: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 23:33:12,710] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 23:33:12,820] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 23:33:15,348] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 23:33:15,403]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:33:15,403] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 23:33:15,483]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:33:15,484] My_Account_01 - Step 13: Verify value text of LastName Textbox
[2023-05-14 23:33:15,577]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:33:15,578] My_Account_01 - Step 14: Verify value text of Day Dropdown
[2023-05-14 23:33:15,641] My_Account_02 - Step 01: Click to Address link
[2023-05-14 23:33:16,133] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-14 23:33:18,619] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 23:33:18,719] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 23:33:18,841] My_Account_02 - Step 05: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 23:33:18,968] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-14 23:33:19,060] My_Account_02 - Step 07: Choose Country dropdown with value = Vietnam
[2023-05-14 23:33:37,918] OS name = windows 10
[2023-05-14 23:33:37,919] Driver instance name = firefoxdriver: firefox on windows (d2d8da15-94b1-497b-817d-7d3df74909cf)
[2023-05-14 23:33:37,941] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.30.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 12644, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: d2d8da15-94b1-497b-817d-7d3df74909cf
[2023-05-14 23:34:24,115] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 23:34:25,315] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 23:34:29,193] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 23:34:29,358]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:34:29,359] Pre-condition - Step 04: Close success message
[2023-05-14 23:34:32,727] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 23:34:33,286] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 23:34:33,655] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 23:34:33,796] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 23:34:33,956] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 23:34:34,302] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 23:34:34,623] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 23:34:34,945] My_Account_01 - Step 08: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 23:34:35,115] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 23:34:35,226] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 23:34:37,774] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 23:34:37,859]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:34:37,859] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 23:34:37,941]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:34:37,941] My_Account_01 - Step 13: Verify value text of LastName Textbox
[2023-05-14 23:34:38,017]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:34:38,017] My_Account_01 - Step 14: Verify value text of Day Dropdown
[2023-05-14 23:34:38,064] My_Account_02 - Step 01: Click to Address link
[2023-05-14 23:34:38,566] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-14 23:34:41,099] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 23:34:41,230] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 23:34:41,370] My_Account_02 - Step 05: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 23:34:41,506] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-14 23:34:41,610] My_Account_02 - Step 07: Choose Country dropdown with value = Viet Nam
[2023-05-14 23:34:41,942] My_Account_02 - Step 08: Choose State / province dropdown with value = Select state
[2023-05-14 23:35:11,290] OS name = windows 10
[2023-05-14 23:35:11,290] Driver instance name = firefoxdriver: firefox on windows (f14621f8-59ce-41fe-883b-a0c909002bd2)
[2023-05-14 23:35:11,308] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.30.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 2780, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: f14621f8-59ce-41fe-883b-a0c909002bd2
[2023-05-14 23:35:42,495] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 23:35:43,181] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 23:35:47,502] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 23:35:47,660]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:35:47,661] Pre-condition - Step 04: Close success message
[2023-05-14 23:35:50,975] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 23:35:51,976] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 23:35:52,313] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 23:35:52,471] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 23:35:52,605] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 23:35:52,933] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 23:35:53,267] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 23:35:53,598] My_Account_01 - Step 08: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 23:35:53,785] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 23:35:53,893] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 23:35:56,443] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 23:35:56,497]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:35:56,497] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 23:35:56,558]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:35:56,558] My_Account_01 - Step 13: Verify value text of LastName Textbox
[2023-05-14 23:35:56,621]  -------------------------- PASSED -------------------------- 
[2023-05-14 23:35:56,621] My_Account_01 - Step 14: Verify value text of Day Dropdown
[2023-05-14 23:35:56,664] My_Account_02 - Step 01: Click to Address link
[2023-05-14 23:35:57,139] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-14 23:35:59,637] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 23:35:59,776] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 23:35:59,902] My_Account_02 - Step 05: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 23:36:00,024] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-14 23:36:00,138] My_Account_02 - Step 07: Choose Country dropdown with value = Viet Nam
[2023-05-14 23:36:00,474] My_Account_02 - Step 08: Choose State / province dropdown with value = Other
[2023-05-14 23:36:00,566] My_Account_02 - Step 09: Input to City Textbox with value = Ha Noi
[2023-05-14 23:36:00,658] My_Account_02 - Step 10: Input to Address1 Textbox with value = 15 Truong Dinh
[2023-05-14 23:36:00,765] My_Account_02 - Step 11: Input to Address2 Textbox with value = 2 Pham Van Bach
[2023-05-14 23:36:00,875] My_Account_02 - Step 12: Input to Zip / postal code Textbox with value = 55000
